"AGE_1","INCOME_1","TIMELAG_1","NUM_GIFTS_1","NUM_PROM_1","AMOUNT_GIFTS_1","AMOUNT_LASTGIFT_1","GIFT_RECENCY_1","PROM_RECENCY_1","ACTION_1","REWARD_1","AGE_2","INCOME_2","TIMELAG_2","NUM_GIFTS_2","NUM_PROM_2","AMOUNT_GIFTS_2","AMOUNT_LASTGIFT_2","GIFT_RECENCY_2","PROM_RECENCY_2","ACTION_2","REWARD_2","AGE_3","INCOME_3","TIMELAG_3","NUM_GIFTS_3","NUM_PROM_3","AMOUNT_GIFTS_3","AMOUNT_LASTGIFT_3","GIFT_RECENCY_3","PROM_RECENCY_3","ACTION_3","REWARD_3","AGE_4","INCOME_4","TIMELAG_4","NUM_GIFTS_4","NUM_PROM_4","AMOUNT_GIFTS_4","AMOUNT_LASTGIFT_4","GIFT_RECENCY_4","PROM_RECENCY_4","ACTION_4","REWARD_4","AGE_5","INCOME_5","TIMELAG_5","NUM_GIFTS_5","NUM_PROM_5","AMOUNT_GIFTS_5","AMOUNT_LASTGIFT_5","GIFT_RECENCY_5","PROM_RECENCY_5","ACTION_5","REWARD_5","AGE_6","INCOME_6","TIMELAG_6","NUM_GIFTS_6","NUM_PROM_6","AMOUNT_GIFTS_6","AMOUNT_LASTGIFT_6","GIFT_RECENCY_6","PROM_RECENCY_6","ACTION_6","REWARD_6","AGE_7","INCOME_7","TIMELAG_7","NUM_GIFTS_7","NUM_PROM_7","AMOUNT_GIFTS_7","AMOUNT_LASTGIFT_7","GIFT_RECENCY_7","PROM_RECENCY_7","ACTION_7","REWARD_7","AGE_8","INCOME_8","TIMELAG_8","NUM_GIFTS_8","NUM_PROM_8","AMOUNT_GIFTS_8","AMOUNT_LASTGIFT_8","GIFT_RECENCY_8","PROM_RECENCY_8","ACTION_8","REWARD_8","AGE_9","INCOME_9","TIMELAG_9","NUM_GIFTS_9","NUM_PROM_9","AMOUNT_GIFTS_9","AMOUNT_LASTGIFT_9","GIFT_RECENCY_9","PROM_RECENCY_9","ACTION_9","REWARD_9","AGE_10","INCOME_10","TIMELAG_10","NUM_GIFTS_10","NUM_PROM_10","AMOUNT_GIFTS_10","AMOUNT_LASTGIFT_10","GIFT_RECENCY_10","PROM_RECENCY_10","ACTION_10","REWARD_10","AGE_11","INCOME_11","TIMELAG_11","NUM_GIFTS_11","NUM_PROM_11","AMOUNT_GIFTS_11","AMOUNT_LASTGIFT_11","GIFT_RECENCY_11","PROM_RECENCY_11","ACTION_11","REWARD_11","AGE_12","INCOME_12","TIMELAG_12","NUM_GIFTS_12","NUM_PROM_12","AMOUNT_GIFTS_12","AMOUNT_LASTGIFT_12","GIFT_RECENCY_12","PROM_RECENCY_12","ACTION_12","REWARD_12","AGE_13","INCOME_13","TIMELAG_13","NUM_GIFTS_13","NUM_PROM_13","AMOUNT_GIFTS_13","AMOUNT_LASTGIFT_13","GIFT_RECENCY_13","PROM_RECENCY_13","ACTION_13","REWARD_13","AGE_14","INCOME_14","TIMELAG_14","NUM_GIFTS_14","NUM_PROM_14","AMOUNT_GIFTS_14","AMOUNT_LASTGIFT_14","GIFT_RECENCY_14","PROM_RECENCY_14","ACTION_14","REWARD_14","AGE_15","INCOME_15","TIMELAG_15","NUM_GIFTS_15","NUM_PROM_15","AMOUNT_GIFTS_15","AMOUNT_LASTGIFT_15","GIFT_RECENCY_15","PROM_RECENCY_15","ACTION_15","REWARD_15","AGE_16","INCOME_16","TIMELAG_16","NUM_GIFTS_16","NUM_PROM_16","AMOUNT_GIFTS_16","AMOUNT_LASTGIFT_16","GIFT_RECENCY_16","PROM_RECENCY_16","ACTION_16","REWARD_16","AGE_17","INCOME_17","TIMELAG_17","NUM_GIFTS_17","NUM_PROM_17","AMOUNT_GIFTS_17","AMOUNT_LASTGIFT_17","GIFT_RECENCY_17","PROM_RECENCY_17","ACTION_17","REWARD_17","AGE_18","INCOME_18","TIMELAG_18","NUM_GIFTS_18","NUM_PROM_18","AMOUNT_GIFTS_18","AMOUNT_LASTGIFT_18","GIFT_RECENCY_18","PROM_RECENCY_18","ACTION_18","REWARD_18","AGE_19","INCOME_19","TIMELAG_19","NUM_GIFTS_19","NUM_PROM_19","AMOUNT_GIFTS_19","AMOUNT_LASTGIFT_19","GIFT_RECENCY_19","PROM_RECENCY_19","ACTION_19","REWARD_19","AGE_20","INCOME_20","TIMELAG_20","NUM_GIFTS_20","NUM_PROM_20","AMOUNT_GIFTS_20","AMOUNT_LASTGIFT_20","GIFT_RECENCY_20","PROM_RECENCY_20","ACTION_20","REWARD_20","AGE_21","INCOME_21","TIMELAG_21","NUM_GIFTS_21","NUM_PROM_21","AMOUNT_GIFTS_21","AMOUNT_LASTGIFT_21","GIFT_RECENCY_21","PROM_RECENCY_21","ACTION_21","REWARD_21","AGE_22","INCOME_22","TIMELAG_22","NUM_GIFTS_22","NUM_PROM_22","AMOUNT_GIFTS_22","AMOUNT_LASTGIFT_22","GIFT_RECENCY_22","PROM_RECENCY_22","ACTION_22","REWARD_22","AGE_23","INCOME_23","TIMELAG_23","NUM_GIFTS_23","NUM_PROM_23","AMOUNT_GIFTS_23","AMOUNT_LASTGIFT_23","GIFT_RECENCY_23","PROM_RECENCY_23","ACTION_23","REWARD_23","AGE_24","INCOME_24","TIMELAG_24","NUM_GIFTS_24","NUM_PROM_24","AMOUNT_GIFTS_24","AMOUNT_LASTGIFT_24","GIFT_RECENCY_24","PROM_RECENCY_24","ACTION_24","REWARD_24","AGE_25","INCOME_25","TIMELAG_25","NUM_GIFTS_25","NUM_PROM_25","AMOUNT_GIFTS_25","AMOUNT_LASTGIFT_25","GIFT_RECENCY_25","PROM_RECENCY_25"
79,6,3,2,15,25.0,15.0,1,0,true,-0.68,79,6,3,2,16,25.0,15.0,2,0,false,0.0,79,6,3,2,16,25.0,15.0,3,1,false,0.0,79,6,3,2,16,25.0,15.0,4,2,true,-0.68,79,6,3,2,17,25.0,15.0,5,0,true,-0.68,79,6,3,2,18,25.0,15.0,6,0,false,0.0,79,6,3,2,18,25.0,15.0,7,1,true,-0.68,79,6,3,2,19,25.0,15.0,8,0,false,0.0,79,6,3,2,19,25.0,15.0,9,1,true,-0.68,79,6,3,2,20,25.0,15.0,10,0,false,0.0,79,6,3,2,20,25.0,15.0,11,1,true,-0.68,79,6,3,2,21,25.0,15.0,12,0,true,-0.68,80,6,3,2,22,25.0,15.0,13,0,true,-0.68,80,6,3,2,23,25.0,15.0,14,0,true,-0.68,80,6,3,2,24,25.0,15.0,15,0,true,25.57,80,6,3,3,25,51.25,26.25,0,0,true,-0.68,80,6,3,3,26,51.25,26.25,1,0,true,-0.68,80,6,3,3,27,51.25,26.25,2,0,true,-0.68,80,6,3,3,28,51.25,26.25,3,0,true,-0.68,80,6,3,3,29,51.25,26.25,4,0,true,-0.68,80,6,3,3,30,51.25,26.25,5,0,false,0.0,80,6,3,3,30,51.25,26.25,6,1,false,0.0,80,6,3,3,30,51.25,26.25,7,2,false,0.0,80,6,3,3,30,51.25,26.25,8,3,false,0.0,81,6,3,3,30,51.25,26.25,9,4
NA,7,16,11,64,274.0,30.0,11,1,true,-0.68,NA,7,16,11,65,274.0,30.0,12,0,true,-0.68,NA,7,16,11,66,274.0,30.0,13,0,true,-0.68,NA,7,16,11,67,274.0,30.0,14,0,true,-0.68,NA,7,16,11,68,274.0,30.0,15,0,false,0.0,NA,7,16,11,68,274.0,30.0,16,1,true,4.32,NA,7,16,12,69,279.0,5.0,0,0,false,0.0,NA,7,16,12,69,279.0,5.0,1,1,true,-0.68,NA,7,16,12,70,279.0,5.0,2,0,true,11.32,NA,7,16,13,71,291.0,12.0,0,0,true,-0.68,NA,7,16,13,72,291.0,12.0,1,0,true,-0.68,NA,7,16,13,73,291.0,12.0,2,0,true,-0.68,NA,7,16,13,74,291.0,12.0,3,0,true,9.32,NA,7,16,14,75,301.0,10.0,0,0,true,-0.68,NA,7,16,14,76,301.0,10.0,1,0,false,0.0,NA,7,16,14,76,301.0,10.0,2,1,true,-0.68,NA,7,16,14,77,301.0,10.0,3,0,true,-0.68,NA,7,16,14,78,301.0,10.0,4,0,true,9.32,NA,7,16,15,79,311.0,10.0,0,0,true,-0.68,NA,7,16,15,80,311.0,10.0,1,0,false,0.0,NA,7,16,15,80,311.0,10.0,2,1,true,-0.68,NA,7,16,15,81,311.0,10.0,3,0,false,0.0,NA,7,16,15,81,311.0,10.0,4,1,false,0.0,NA,7,16,15,81,311.0,10.0,5,2,false,0.0,NA,7,16,15,81,311.0,10.0,6,3
63,2,5,12,38,92.0,NA,NA,1,true,11.32,63,2,5,13,39,104.0,12.0,0,0,false,0.0,63,2,5,13,39,104.0,12.0,1,1,true,-0.68,63,2,5,13,40,104.0,12.0,2,0,true,-0.68,63,2,5,13,41,104.0,12.0,3,0,true,-0.68,63,2,5,13,42,104.0,12.0,4,0,true,9.32,63,2,5,14,43,114.0,10.0,0,0,false,0.0,63,2,5,14,43,114.0,10.0,1,1,true,-0.68,63,2,5,14,44,114.0,10.0,2,0,true,9.32,63,2,5,15,45,124.0,10.0,0,0,true,-0.68,63,2,5,15,46,124.0,10.0,1,0,true,-0.68,63,2,5,15,47,124.0,10.0,2,0,true,-0.68,64,2,5,15,48,124.0,10.0,3,0,false,0.0,64,2,5,15,48,124.0,10.0,4,1,true,-0.68,64,2,5,15,49,124.0,10.0,5,0,true,-0.68,64,2,5,15,50,124.0,10.0,6,0,false,0.0,64,2,5,15,50,124.0,10.0,7,1,true,9.32,64,2,5,16,51,134.0,10.0,0,0,false,0.0,64,2,5,16,51,134.0,10.0,1,1,false,0.0,64,2,5,16,51,134.0,10.0,2,2,true,-0.68,64,2,5,16,52,134.0,10.0,3,0,true,2.32,64,2,5,17,53,137.0,3.0,0,0,false,0.0,64,2,5,17,53,137.0,3.0,1,1,true,4.32,64,2,5,18,54,142.0,5.0,0,0,false,0.0,65,2,5,18,54,142.0,5.0,1,1
47,2,6,16,44,78.0,7.0,2,2,false,0.0,47,2,6,16,44,78.0,7.0,3,3,true,-0.68,47,2,6,16,45,78.0,7.0,4,0,true,-0.68,47,2,6,16,46,78.0,7.0,5,0,true,9.32,47,2,6,17,47,88.0,10.0,0,0,true,2.32,47,2,6,18,48,91.0,3.0,0,0,true,-0.68,47,2,6,18,49,91.0,3.0,1,0,true,-0.68,47,2,6,18,50,91.0,3.0,2,0,false,0.0,47,2,6,18,50,91.0,3.0,3,1,true,2.32,47,2,6,19,51,94.0,3.0,0,0,true,1.3199999999999998,47,2,6,20,52,96.0,2.0,0,0,true,4.32,47,2,6,21,53,101.0,5.0,0,0,false,0.0,48,2,6,21,53,101.0,5.0,1,1,false,0.0,48,2,6,21,53,101.0,5.0,2,2,true,-0.68,48,2,6,21,54,101.0,5.0,3,0,true,-0.68,48,2,6,21,55,101.0,5.0,4,0,false,0.0,48,2,6,21,55,101.0,5.0,5,1,true,-0.68,48,2,6,21,56,101.0,5.0,6,0,false,0.0,48,2,6,21,56,101.0,5.0,7,1,true,-0.68,48,2,6,21,57,101.0,5.0,8,0,true,-0.68,48,2,6,21,58,101.0,5.0,9,0,true,-0.68,48,2,6,21,59,101.0,5.0,10,0,true,-0.68,48,2,6,21,60,101.0,5.0,11,0,true,-0.68,48,2,6,21,61,101.0,5.0,12,0,false,0.0,49,2,6,21,61,101.0,5.0,13,1
NA,NA,6,18,61,189.0,10.0,7,2,true,-0.68,NA,NA,6,18,62,189.0,10.0,8,0,true,-0.68,NA,NA,6,18,63,189.0,10.0,9,0,false,0.0,NA,NA,6,18,63,189.0,10.0,10,1,false,0.0,NA,NA,6,18,63,189.0,10.0,11,2,true,-0.68,NA,NA,6,18,64,189.0,10.0,12,0,true,-0.68,NA,NA,6,18,65,189.0,10.0,13,0,true,-0.68,NA,NA,6,18,66,189.0,10.0,14,0,true,11.32,NA,NA,6,19,67,201.0,12.0,0,0,false,0.0,NA,NA,6,19,67,201.0,12.0,1,1,false,0.0,NA,NA,6,19,67,201.0,12.0,2,2,true,-0.68,NA,NA,6,19,68,201.0,12.0,3,0,true,12.32,NA,NA,6,20,69,214.0,13.0,0,0,false,0.0,NA,NA,6,20,69,214.0,13.0,1,1,false,0.0,NA,NA,6,20,69,214.0,13.0,2,2,true,9.32,NA,NA,6,21,70,224.0,10.0,0,0,true,13.32,NA,NA,6,22,71,238.0,14.0,0,0,true,4.32,NA,NA,6,23,72,243.0,5.0,0,0,true,4.32,NA,NA,6,24,73,248.0,5.0,0,0,true,-0.68,NA,NA,6,24,74,248.0,5.0,1,0,true,-0.68,NA,NA,6,24,75,248.0,5.0,2,0,true,-0.68,NA,NA,6,24,76,248.0,5.0,3,0,true,-0.68,NA,NA,6,24,77,248.0,5.0,4,0,true,10.32,NA,NA,6,25,78,259.0,11.0,0,0,true,-0.68,NA,NA,6,25,79,259.0,11.0,1,0
43,5,1,17,57,81.0,5.0,3,1,true,-0.68,43,5,1,17,58,81.0,5.0,4,0,true,-0.68,43,5,1,17,59,81.0,5.0,5,0,false,0.0,43,5,1,17,59,81.0,5.0,6,1,false,0.0,43,5,1,17,59,81.0,5.0,7,2,true,-0.68,43,5,1,17,60,81.0,5.0,8,0,true,-0.68,43,5,1,17,61,81.0,5.0,9,0,false,0.0,43,5,1,17,61,81.0,5.0,10,1,true,-0.68,43,5,1,17,62,81.0,5.0,11,0,false,0.0,43,5,1,17,62,81.0,5.0,12,1,true,-0.68,43,5,1,17,63,81.0,5.0,13,0,false,0.0,43,5,1,17,63,81.0,5.0,14,1,true,-0.68,44,5,1,17,64,81.0,5.0,15,0,false,0.0,44,5,1,17,64,81.0,5.0,16,1,true,-0.68,44,5,1,17,65,81.0,5.0,17,0,true,-0.68,44,5,1,17,66,81.0,5.0,18,0,false,0.0,44,5,1,17,66,81.0,5.0,19,1,false,0.0,44,5,1,17,66,81.0,5.0,20,2,false,0.0,44,5,1,17,66,81.0,5.0,21,3,false,0.0,44,5,1,17,66,81.0,5.0,22,4,true,-0.68,44,5,1,17,67,81.0,5.0,23,0,true,-0.68,44,5,1,17,68,81.0,5.0,24,0,true,14.32,44,5,1,18,69,96.0,15.0,0,0,false,0.0,44,5,1,18,69,96.0,15.0,1,1,true,-0.68,45,5,1,18,70,96.0,15.0,2,0
NA,3,3,14,63,131.0,9.0,1,1,true,0.31999999999999995,NA,3,3,15,64,132.0,1.0,0,0,false,0.0,NA,3,3,15,64,132.0,1.0,1,1,true,-0.68,NA,3,3,15,65,132.0,1.0,2,0,false,0.0,NA,3,3,15,65,132.0,1.0,3,1,true,-0.68,NA,3,3,15,66,132.0,1.0,4,0,true,9.32,NA,3,3,16,67,142.0,10.0,0,0,true,-0.68,NA,3,3,16,68,142.0,10.0,1,0,false,0.0,NA,3,3,16,68,142.0,10.0,2,1,true,-0.68,NA,3,3,16,69,142.0,10.0,3,0,true,-0.68,NA,3,3,16,70,142.0,10.0,4,0,false,0.0,NA,3,3,16,70,142.0,10.0,5,1,false,0.0,NA,3,3,16,70,142.0,10.0,6,2,false,0.0,NA,3,3,16,70,142.0,10.0,7,3,false,0.0,NA,3,3,16,70,142.0,10.0,8,4,true,-0.68,NA,3,3,16,71,142.0,10.0,9,0,false,0.0,NA,3,3,16,71,142.0,10.0,10,1,true,-0.68,NA,3,3,16,72,142.0,10.0,11,0,true,-0.68,NA,3,3,16,73,142.0,10.0,12,0,true,-0.68,NA,3,3,16,74,142.0,10.0,13,0,true,-0.68,NA,3,3,16,75,142.0,10.0,14,0,false,0.0,NA,3,3,16,75,142.0,10.0,15,1,true,-0.68,NA,3,3,16,76,142.0,10.0,16,0,false,0.0,NA,3,3,16,76,142.0,10.0,17,1,true,-0.68,NA,3,3,16,77,142.0,10.0,18,0
43,3,7,2,21,20.0,15.0,10,1,true,-0.68,43,3,7,2,22,20.0,15.0,11,0,true,24.32,43,3,7,3,23,45.0,25.0,0,0,true,-0.68,43,3,7,3,24,45.0,25.0,1,0,true,8.32,43,3,7,4,25,54.0,9.0,0,0,true,9.32,43,3,7,5,26,64.0,10.0,0,0,false,0.0,43,3,7,5,26,64.0,10.0,1,1,false,0.0,43,3,7,5,26,64.0,10.0,2,2,true,-0.68,43,3,7,5,27,64.0,10.0,3,0,true,-0.68,43,3,7,5,28,64.0,10.0,4,0,true,-0.68,43,3,7,5,29,64.0,10.0,5,0,true,-0.68,43,3,7,5,30,64.0,10.0,6,0,true,-0.68,44,3,7,5,31,64.0,10.0,7,0,false,0.0,44,3,7,5,31,64.0,10.0,8,1,false,0.0,44,3,7,5,31,64.0,10.0,9,2,true,-0.68,44,3,7,5,32,64.0,10.0,10,0,true,9.32,44,3,7,6,33,74.0,10.0,0,0,false,0.0,44,3,7,6,33,74.0,10.0,1,1,false,0.0,44,3,7,6,33,74.0,10.0,2,2,false,0.0,44,3,7,6,33,74.0,10.0,3,3,true,2.510000057220459,44,3,7,7,34,77.19000005722046,3.190000057220459,0,0,false,0.0,44,3,7,7,34,77.19000005722046,3.190000057220459,1,1,true,-0.68,44,3,7,7,35,77.19000005722046,3.190000057220459,2,0,false,0.0,44,3,7,7,35,77.19000005722046,3.190000057220459,3,1,true,-0.68,45,3,7,7,36,77.19000005722046,3.190000057220459,4,0
NA,5,3,9,49,82.0,10.0,2,1,true,-0.68,NA,5,3,9,50,82.0,10.0,3,0,false,0.0,NA,5,3,9,50,82.0,10.0,4,1,false,0.0,NA,5,3,9,50,82.0,10.0,5,2,false,0.0,NA,5,3,9,50,82.0,10.0,6,3,true,-0.68,NA,5,3,9,51,82.0,10.0,7,0,false,0.0,NA,5,3,9,51,82.0,10.0,8,1,true,-0.68,NA,5,3,9,52,82.0,10.0,9,0,false,0.0,NA,5,3,9,52,82.0,10.0,10,1,true,-0.68,NA,5,3,9,53,82.0,10.0,11,0,true,-0.68,NA,5,3,9,54,82.0,10.0,12,0,true,-0.68,NA,5,3,9,55,82.0,10.0,13,0,false,0.0,NA,5,3,9,55,82.0,10.0,14,1,true,-0.68,NA,5,3,9,56,82.0,10.0,15,0,true,-0.68,NA,5,3,9,57,82.0,10.0,16,0,true,-0.68,NA,5,3,9,58,82.0,10.0,17,0,true,-0.68,NA,5,3,9,59,82.0,10.0,18,0,true,-0.68,NA,5,3,9,60,82.0,10.0,19,0,true,-0.68,NA,5,3,9,61,82.0,10.0,20,0,true,-0.68,NA,5,3,9,62,82.0,10.0,21,0,false,0.0,NA,5,3,9,62,82.0,10.0,22,1,true,-0.68,NA,5,3,9,63,82.0,10.0,23,0,true,-0.68,NA,5,3,9,64,82.0,10.0,24,0,true,-0.68,NA,5,3,9,65,82.0,10.0,25,0,true,-0.68,NA,5,3,9,66,82.0,10.0,26,0
59,3,4,23,68,227.0,10.0,4,1,false,0.0,59,3,4,23,68,227.0,10.0,5,2,true,-0.68,59,3,4,23,69,227.0,10.0,6,0,true,-0.68,59,3,4,23,70,227.0,10.0,7,0,true,-0.68,59,3,4,23,71,227.0,10.0,8,0,true,-0.68,59,3,4,23,72,227.0,10.0,9,0,false,0.0,59,3,4,23,72,227.0,10.0,10,1,true,-0.68,59,3,4,23,73,227.0,10.0,11,0,true,-0.68,59,3,4,23,74,227.0,10.0,12,0,false,0.0,59,3,4,23,74,227.0,10.0,13,1,false,0.0,59,3,4,23,74,227.0,10.0,14,2,true,-0.68,59,3,4,23,75,227.0,10.0,15,0,true,-0.68,60,3,4,23,76,227.0,10.0,16,0,false,0.0,60,3,4,23,76,227.0,10.0,17,1,false,0.0,60,3,4,23,76,227.0,10.0,18,2,false,0.0,60,3,4,23,76,227.0,10.0,19,3,false,0.0,60,3,4,23,76,227.0,10.0,20,4,true,-0.68,60,3,4,23,77,227.0,10.0,21,0,false,0.0,60,3,4,23,77,227.0,10.0,22,1,true,-0.68,60,3,4,23,78,227.0,10.0,23,0,true,-0.68,60,3,4,23,79,227.0,10.0,24,0,true,-0.68,60,3,4,23,80,227.0,10.0,25,0,false,0.0,60,3,4,23,80,227.0,10.0,26,1,true,-0.68,60,3,4,23,81,227.0,10.0,27,0,false,0.0,61,3,4,23,81,227.0,10.0,28,1
44,6,NA,1,11,15.0,15.0,2,1,true,-0.68,44,6,NA,1,12,15.0,15.0,3,0,false,0.0,44,6,NA,1,12,15.0,15.0,4,1,true,-0.68,44,6,NA,1,13,15.0,15.0,5,0,true,29.32,44,6,NA,2,14,45.0,30.0,0,0,true,-0.68,44,6,NA,2,15,45.0,30.0,1,0,false,0.0,44,6,NA,2,15,45.0,30.0,2,1,true,-0.68,44,6,NA,2,16,45.0,30.0,3,0,true,-0.68,44,6,NA,2,17,45.0,30.0,4,0,true,14.32,44,6,NA,3,18,60.0,15.0,0,0,false,0.0,44,6,NA,3,18,60.0,15.0,1,1,true,-0.68,44,6,NA,3,19,60.0,15.0,2,0,false,0.0,45,6,NA,3,19,60.0,15.0,3,1,false,0.0,45,6,NA,3,19,60.0,15.0,4,2,true,-0.68,45,6,NA,3,20,60.0,15.0,5,0,false,0.0,45,6,NA,3,20,60.0,15.0,6,1,true,-0.68,45,6,NA,3,21,60.0,15.0,7,0,false,0.0,45,6,NA,3,21,60.0,15.0,8,1,true,-0.68,45,6,NA,3,22,60.0,15.0,9,0,false,0.0,45,6,NA,3,22,60.0,15.0,10,1,true,-0.68,45,6,NA,3,23,60.0,15.0,11,0,false,0.0,45,6,NA,3,23,60.0,15.0,12,1,true,-0.68,45,6,NA,3,24,60.0,15.0,13,0,true,-0.68,45,6,NA,3,25,60.0,15.0,14,0,false,0.0,46,6,NA,3,25,60.0,15.0,15,1
63,5,7,9,52,99.0,17.0,1,1,false,0.0,63,5,7,9,52,99.0,17.0,2,2,true,3.32,63,5,7,10,53,103.0,4.0,0,0,true,-0.68,63,5,7,10,54,103.0,4.0,1,0,true,4.32,63,5,7,11,55,108.0,5.0,0,0,true,-0.68,63,5,7,11,56,108.0,5.0,1,0,false,0.0,63,5,7,11,56,108.0,5.0,2,1,true,-0.68,63,5,7,11,57,108.0,5.0,3,0,true,-0.68,63,5,7,11,58,108.0,5.0,4,0,true,-0.68,63,5,7,11,59,108.0,5.0,5,0,true,-0.68,63,5,7,11,60,108.0,5.0,6,0,false,0.0,63,5,7,11,60,108.0,5.0,7,1,false,0.0,64,5,7,11,60,108.0,5.0,8,2,true,-0.68,64,5,7,11,61,108.0,5.0,9,0,true,19.32,64,5,7,12,62,128.0,20.0,0,0,true,-0.68,64,5,7,12,63,128.0,20.0,1,0,true,-0.68,64,5,7,12,64,128.0,20.0,2,0,true,-0.68,64,5,7,12,65,128.0,20.0,3,0,false,0.0,64,5,7,12,65,128.0,20.0,4,1,false,0.0,64,5,7,12,65,128.0,20.0,5,2,true,9.32,64,5,7,13,66,138.0,10.0,0,0,true,-0.68,64,5,7,13,67,138.0,10.0,1,0,false,0.0,64,5,7,13,67,138.0,10.0,2,1,true,-0.68,64,5,7,13,68,138.0,10.0,3,0,true,17.32,65,5,7,14,69,156.0,18.0,0,0
61,5,2,11,45,150.0,20.0,2,1,false,0.0,61,5,2,11,45,150.0,20.0,3,2,false,0.0,61,5,2,11,45,150.0,20.0,4,3,true,5.32,61,5,2,12,46,156.0,6.0,0,0,false,0.0,61,5,2,12,46,156.0,6.0,1,1,true,-0.68,61,5,2,12,47,156.0,6.0,2,0,true,2.32,61,5,2,13,48,159.0,3.0,0,0,true,4.32,61,5,2,14,49,164.0,5.0,0,0,true,-0.68,61,5,2,14,50,164.0,5.0,1,0,true,-0.68,61,5,2,14,51,164.0,5.0,2,0,false,0.0,61,5,2,14,51,164.0,5.0,3,1,false,0.0,61,5,2,14,51,164.0,5.0,4,2,true,-0.68,62,5,2,14,52,164.0,5.0,5,0,true,4.32,62,5,2,15,53,169.0,5.0,0,0,false,0.0,62,5,2,15,53,169.0,5.0,1,1,true,-0.68,62,5,2,15,54,169.0,5.0,2,0,true,-0.68,62,5,2,15,55,169.0,5.0,3,0,false,0.0,62,5,2,15,55,169.0,5.0,4,1,true,-0.68,62,5,2,15,56,169.0,5.0,5,0,true,-0.68,62,5,2,15,57,169.0,5.0,6,0,false,0.0,62,5,2,15,57,169.0,5.0,7,1,false,0.0,62,5,2,15,57,169.0,5.0,8,2,true,-0.68,62,5,2,15,58,169.0,5.0,9,0,false,0.0,62,5,2,15,58,169.0,5.0,10,1,true,-0.68,63,5,2,15,59,169.0,5.0,11,0
68,5,5,12,60,100.0,10.0,17,4,true,-0.68,68,5,5,12,61,100.0,10.0,18,0,false,0.0,68,5,5,12,61,100.0,10.0,19,1,true,-0.68,68,5,5,12,62,100.0,10.0,20,0,true,-0.68,68,5,5,12,63,100.0,10.0,21,0,false,0.0,68,5,5,12,63,100.0,10.0,22,1,true,-0.68,68,5,5,12,64,100.0,10.0,23,0,true,-0.68,68,5,5,12,65,100.0,10.0,24,0,false,0.0,68,5,5,12,65,100.0,10.0,25,1,true,-0.68,68,5,5,12,66,100.0,10.0,26,0,true,-0.68,68,5,5,12,67,100.0,10.0,27,0,false,0.0,68,5,5,12,67,100.0,10.0,28,1,true,-0.68,69,5,5,12,68,100.0,10.0,29,0,false,0.0,69,5,5,12,68,100.0,10.0,30,1,true,-0.68,69,5,5,12,69,100.0,10.0,31,0,true,-0.68,69,5,5,12,70,100.0,10.0,32,0,true,-0.68,69,5,5,12,71,100.0,10.0,33,0,false,0.0,69,5,5,12,71,100.0,10.0,34,1,false,0.0,69,5,5,12,71,100.0,10.0,35,2,false,0.0,69,5,5,12,71,100.0,10.0,36,3,true,-0.68,69,5,5,12,72,100.0,10.0,37,0,true,-0.68,69,5,5,12,73,100.0,10.0,38,0,true,-0.68,69,5,5,12,74,100.0,10.0,39,0,false,0.0,69,5,5,12,74,100.0,10.0,40,1,false,0.0,70,5,5,12,74,100.0,10.0,41,2
54,NA,4,3,22,35.0,5.0,4,1,false,0.0,54,NA,4,3,22,35.0,5.0,5,2,true,14.32,54,NA,4,4,23,50.0,15.0,0,0,false,0.0,54,NA,4,4,23,50.0,15.0,1,1,true,-0.68,54,NA,4,4,24,50.0,15.0,2,0,true,24.32,54,NA,4,5,25,75.0,25.0,0,0,true,19.32,54,NA,4,6,26,95.0,20.0,0,0,true,-0.68,54,NA,4,6,27,95.0,20.0,1,0,false,0.0,54,NA,4,6,27,95.0,20.0,2,1,true,-0.68,54,NA,4,6,28,95.0,20.0,3,0,true,19.32,54,NA,4,7,29,115.0,20.0,0,0,false,0.0,54,NA,4,7,29,115.0,20.0,1,1,true,19.32,55,NA,4,8,30,135.0,20.0,0,0,true,-0.68,55,NA,4,8,31,135.0,20.0,1,0,true,-0.68,55,NA,4,8,32,135.0,20.0,2,0,true,-0.68,55,NA,4,8,33,135.0,20.0,3,0,false,0.0,55,NA,4,8,33,135.0,20.0,4,1,false,0.0,55,NA,4,8,33,135.0,20.0,5,2,true,9.32,55,NA,4,9,34,145.0,10.0,0,0,false,0.0,55,NA,4,9,34,145.0,10.0,1,1,true,-0.68,55,NA,4,9,35,145.0,10.0,2,0,false,0.0,55,NA,4,9,35,145.0,10.0,3,1,true,-0.68,55,NA,4,9,36,145.0,10.0,4,0,false,0.0,55,NA,4,9,36,145.0,10.0,5,1,false,0.0,56,NA,4,9,36,145.0,10.0,6,2
